    T[sec]  F7  F3   F  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
22.02 -13.09 -19.05 -16.02 -17 -36.05 1.954 -1.075 -10.06 -22.08 -42.01 20.91 -8.012 -41.04 -73.08 0.977 -87.05
22.0267 -17 -19.05 -16.02 -16.02 -25.01 -1.075 1.954 -7.035 -21.01 -34 27.94 -3.029 -41.04 -57.06 2.931 -73.08
22.0333 -12.02 -17 -14.07 -8.012 -12.02 1.954 -1.075 -3.029 -8.012 -26.09 27.94 -2.052 -34 -30.09 12.99 -44.06
22.04 -12.02 -23.06 -16.02 -10.06 -9.086 -2.052 -9.086 -15.05 -6.058 -15.05 20.91 -1.075 -26.09 0.977 12.99 -7.035
22.0467 -14.07 -37.03 -24.04 -19.05 -5.081 -11.04 -24.04 -26.09 -12.02 -1.075 13.97 -5.081 -8.012 26.97 10.94 25.99
22.0533 -26.09 -41.04 -21.01 -17 0 -17 -25.01 -14.07 -11.04 27.94 10.94 -6.058 20.91 64 4.983 59.99
22.06 -40.06 -35.08 -11.04 -6.058 9.966 -24.04 -13.09 4.983 5.96 45.92 6.937 -5.081 48.95 86.96 0.977 84.9
22.0667 -44.06 -26.09 0 7.914 12.99 -21.01 0 23.94 28.92 44.94 4.983 -4.006 61.94 92.92 8.989 92.92
22.0733 -27.06 -24.04 8.989 11.92 2.931 -9.086 -3.029 30 40.94 34.98 4.983 -1.075 51.98 82.95 18.95 86.96
22.08 -4.006 -22.08 16.9 5.96 0 1.954 -10.06 19.93 30.97 18.95 1.954 4.983 35.96 58.92 22.96 60.97
22.0867 12.99 -13.09 25.99 6.937 -2.052 4.983 -7.035 14.95 19.93 13.97 -22.08 1.954 14.95 26.97 4.983 22.96
22.0933 24.91 3.908 41.91 23.94 13.97 5.96 7.914 28.92 15.93 11.92 -52.08 0 2.931 1.954 -11.04 -11.04
22.1 26.97 30 56.96 43.97 23.94 3.908 32.93 44.94 26.97 2.931 -71.03 -5.081 -6.058 -34 -35.08 -49.05
22.1067 24.91 41.91 56.96 52.96 21.98 6.937 39.96 43.97 30.97 -7.035 -56.08 -7.035 -28.04 -65.07 -43.09 -87.05
22.1133 20.91 31.95 38.98 32.93 6.937 18.95 30.97 23.94 22.96 -22.08 -23.06 -4.006 -46.02 -84.03 -43.09 -110
22.12 5.96 5.96 2.931 -1.075 -17 17.98 4.983 -7.035 -2.052 -40.06 0 -3.029 -59.01 -85 -39.08 -115.1
22.1267 -3.029 -15.05 -24.04 -21.01 -36.05 8.989 -7.035 -32.05 -18.08 -50.02 6.937 -2.052 -59.01 -73.08 -35.08 -97.02
22.1333 -15.05 -25.01 -33.02 -25.01 -45.04 1.954 -9.086 -33.02 -33.02 -47.09 13.97 -1.075 -45.04 -37.03 -19.05 -55.01
22.14 -15.05 -27.06 -30.09 -19.05 -43.09 7.914 -2.052 -22.08 -30.09 -28.04 31.95 7.914 -21.01 0 8.989 0
22.1467 -13.09 -29.02 -31.07 -23.06 -37.03 8.989 -1.075 -15.05 -24.04 -9.086 51.98 17.98 1.954 34.98 42.99 44.94
22.1533 -16.02 -37.03 -31.07 -28.04 -38.01 8.989 -4.006 -13.09 -15.05 5.96 62.92 16.9 26.97 57.94 58.92 81
22.16 -23.06 -41.04 -35.08 -30.09 -33.02 0 -15.05 -16.02 -8.012 11.92 52.96 5.96 35.96 69.96 50.9 94.97
22.1667 -21.01 -35.08 -27.06 -25.01 -20.03 -15.05 -21.01 -15.05 -2.052 25.99 37.91 -2.052 41.91 70.93 26.97 89.99
22.1733 -15.05 -27.06 -11.04 -15.05 0 -7.035 -19.05 -5.081 -1.075 37.91 30 1.954 45.92 70.93 20.91 83.93
22.18 -9.086 -23.06 -3.029 -7.035 15.93 0.977 -11.04 -1.075 9.966 39.96 36.93 11.92 39.96 60.97 28.92 70.93
22.1867 -1.075 -19.05 0.977 0.977 24.91 16.9 -1.075 3.908 17.98 32.93 36.93 30.97 30.97 33.9 42.99 44.94
22.1933 7.914 -9.086 9.966 9.966 25.99 21.98 7.914 13.97 19.93 17.98 13.97 30 11.92 -2.052 34.98 9.966
22.2 7.914 7.914 27.94 30 27.94 9.966 21.98 23.94 19.93 11.92 -33.02 11.92 0.977 -33.02 0.977 -27.06
22.2067 3.908 30 43.97 45.92 30 -7.035 30 35.96 26.97 11.92 -82.07 -5.081 -9.086 -53.05 -37.03 -59.01
22.2133 7.914 39.96 49.93 47.97 25.99 -15.05 27.94 45.92 33.9 13.97 -105 -15.05 -11.04 -55.01 -63.02 -71.03
22.22 17.98 35.96 33.9 33.9 3.908 -11.04 22.96 31.95 34.98 -2.052 -96.04 -19.05 -14.07 -57.06 -61.06 -74.06
22.2267 33.9 25.99 11.92 15.93 -15.05 0.977 16.9 7.914 20.91 -23.06 -76.01 -17 -26.09 -67.02 -49.05 -78.07
22.2333 43.97 17.98 0.977 3.908 -25.01 11.92 12.99 -7.035 0 -41.04 -60.09 -17 -38.01 -66.05 -45.04 -78.07
22.24 37.91 9.966 0 0 -20.03 13.97 10.94 -15.05 -17 -37.03 -49.05 -17 -38.01 -44.06 -47.09 -63.02
22.2467 19.93 0 -3.029 0.977 -15.05 3.908 0.977 -13.09 -20.03 -23.06 -20.03 -17 -20.03 -1.075 -41.04 -24.04
22.2533 0.977 -12.02 -17 -12.02 -18.08 -1.075 -8.012 -17 -19.05 -5.081 15.93 -13.09 0 39.96 -13.09 22.96
22.26 -21.01 -31.07 -43.09 -29.02 -27.06 -7.035 -25.01 -35.08 -21.01 -2.052 51.98 -11.04 15.93 61.94 12.99 57.94
22.2667 -31.07 -44.06 -55.01 -38.01 -29.02 -4.006 -33.02 -49.05 -31.07 3.908 73.96 -7.035 19.93 64 38.98 74.94
22.2733 -21.01 -46.02 -38.01 -30.09 -10.06 5.96 -33.02 -39.08 -30.09 13.97 86.96 3.908 23.94 66.93 54.91 75.92
22.28 -8.012 -37.03 -16.02 -11.04 0.977 18.95 -26.09 -16.02 -12.02 21.98 88.91 22.96 26.97 64.97 62.92 70.93
22.2867 -4.006 -29.02 0 0 6.937 20.91 -10.06 1.954 1.954 19.93 77.97 32.93 26.97 52.96 52.96 53.93
22.2933 -10.06 -25.01 0.977 5.96 3.908 10.94 -2.052 4.983 10.94 11.92 47 22.96 15.93 23.94 26.97 19.93
22.3 -22.08 -21.01 0.977 11.92 4.983 -7.035 -6.058 2.931 11.92 0 1.954 1.954 0.977 -11.04 -13.09 -22.08
22.3067 -30.09 -13.09 6.937 22.96 11.92 -24.04 -13.09 8.989 9.966 -3.029 -45.04 -24.04 -20.03 -50.02 -51 -64.09
22.3133 -18.08 -2.052 28.92 32.93 19.93 -29.02 -10.06 24.91 16.9 -7.035 -76.01 -38.01 -30.09 -68 -65.07 -84.03
22.32 -1.075 13.97 36.93 33.9 12.99 -32.05 0.977 28.92 19.93 -19.05 -100 -41.04 -32.05 -76.01 -69.08 -96.04
22.3267 8.989 21.98 28.92 26.97 -2.052 -33.02 12.99 22.96 8.989 -29.02 -124.1 -46.02 -38.01 -80.02 -87.05 -106
22.3333 10.94 21.98 24.91 24.91 -3.029 -30.09 21.98 16.9 -3.029 -31.07 -143 -50.02 -40.06 -72.01 -105 -106
22.34 2.931 19.93 19.93 25.99 -1.075 -23.06 14.95 8.989 -7.035 -23.06 -137.1 -50.02 -35.08 -53.05 -103.1 -90.08
22.3467 0.977 13.97 13.97 30 7.914 -2.052 6.937 8.989 -1.075 -13.09 -94.09 -30.09 -19.05 -27.06 -73.08 -49.05
22.3533 8.989 11.92 6.937 30 4.983 18.95 10.94 10.94 13.97 -3.029 -17 4.983 8.989 4.983 -9.086 9.966
22.36 12.99 3.908 0 19.93 -2.052 34.98 16.9 4.983 18.95 0.977 52.96 42.99 36.93 32.93 48.95 62.92
22.3667 1.954 -6.058 -14.07 8.989 -8.012 35.96 17.98 -3.029 12.99 3.908 98.97 61.94 51.98 56.96 88.91 91.94
